date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:04	12219/12219	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/logos/logo.svg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/logos/logo.svg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:04	24556/24556	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/genres.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/genres.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	42715/42715	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/albums.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/albums.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	47518/47518	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/music.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/music.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	29502/29502	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/artists.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/artists.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	41789/41789	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/stations.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/stations.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	25634/25634	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/analytics.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/analytics.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:05	45304/45304	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/favorites.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/favorites.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:06	40135/40135	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/history.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/history.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:06	28155/28155	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/events.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/events.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:06	23717/23717	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/event-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/event-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:06	23944/23944	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/add-event.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/add-event.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:07	2500/2500	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/404.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/404.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:07	21581/21581	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/blank.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/blank.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:07	27296/27296	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/add-music.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/add-music.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:07	53328/53328	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/artist-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/artist-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:07	38468/38468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/5.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/5.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:08	52478/52478	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/6.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/6.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:08	27420/27420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/7.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/7.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:08	43352/43352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/8.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/8.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:08	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Jun%202023%2011:44:45%20GMT	https://www.kri8thm.in/html/listen/theme/demo/songs.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/songs.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:08	39782/39782	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/song-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/song-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:09	40172/40172	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/6.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/6.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:09	6602/6602	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/7.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/7.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:09	10189/10189	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/8.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/8.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:09	14664/14664	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/9.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/9.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:10	53212/53212	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/album-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/album-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:10	29816/29816	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/1.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/1.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:10	38664/38664	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/2.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/2.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	40589/40589	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/4.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/4.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	41408/41408	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/3.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/3.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	8206/8206	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/users/thumb.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/users/thumb.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	23775/23775	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/profile.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/profile.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	23722/23722	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/settings.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/settings.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:11	24068/24068	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/plan.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/plan.html	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:12	170044/170044	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/home.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/home.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:12	23990/23990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/1.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/1.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:12	38685/38685	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/2.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/2.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:12	45391/45391	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/3.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/3.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:13	48472/48472	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/4.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/4.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:13	31232/31232	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/5.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/5.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:13	78542/78542	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/2.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/2.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:13	16649/16649	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/users/thumb-3.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/users/thumb-3.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:13	22302/22302	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/users/thumb-4.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/users/thumb-4.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:14	23886/23886	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/users/thumb-5.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/users/thumb-5.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:14	66942/66942	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/3.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/3.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:14	27854/27854	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/users/thumb-2.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/users/thumb-2.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:14	56396/56396	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/1.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/1.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:15	13522/13522	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/small/10.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/small/10.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:15	71990/71990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/9.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/9.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:15	52359/52359	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/cover/large/10.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/cover/large/10.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:16	230757/230757	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-1.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-1.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:16	128357/128357	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-2.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-2.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:16	163048/163048	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-3.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-3.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:16	60717/60717	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-4.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-4.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:17	187916/187916	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-6.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-6.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:17	240579/240579	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-5.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-5.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:17	308915/308915	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-7.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-7.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:17	42568/42568	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/4.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/4.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:18	60443/60443	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/5.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/5.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:18	259437/259437	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/audio/ringtone-8.mp3	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/audio/ringtone-8.mp3	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:18	67769/67769	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/6.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/horizontal/6.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:19	18197/18197	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/js/scripts.bundle.js	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/js/scripts.bundle.js	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:19	724296/724296	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/js/plugins.bundle.js	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/js/plugins.bundle.js	(from https://www.kri8thm.in/html/listen/theme/demo/home.html)
14:46:19	125268/125268	---M--	200	added ('OK')	font/woff2	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicon.woff2?t=1590207869815	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicondf6d.woff2	(from https://www.kri8thm.in/html/listen/theme/demo/css/plugins.bundle.css)
14:46:19	403228/403228	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicon.eot?t=1590207869815	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicondf6d.eot	(from https://www.kri8thm.in/html/listen/theme/demo/css/plugins.bundle.css)
14:46:19	172876/172876	---M--	200	added ('OK')	font/woff	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicon.woff?t=1590207869815	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicondf6d.woff	(from https://www.kri8thm.in/html/listen/theme/demo/css/plugins.bundle.css)
14:46:20	403056/403056	---M--	200	added ('OK')	font/ttf	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicon.ttf?t=1590207869815	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicondf6d.ttf	(from https://www.kri8thm.in/html/listen/theme/demo/css/plugins.bundle.css)
14:46:20	237388/237388	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/footer.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/footer.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/css/styles.bundle.css)
14:46:20	3468/3468	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/register.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/register.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:20	9427/9427	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/about.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/about.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:20	10517/10517	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/blog.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/blog.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:21	6419/6419	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/contact.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/contact.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
